image,description,tags,task
processed_images_roturas\62c65a225b7ff13846bec7ce08b07642_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\a7794d7a8244949dd74f37f526a09bd2_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\1752c4654d05a730e1acb360fb46f34b_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\b47602c1ef7f38d08102ba74d5caedd5_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\c9bcaa1cb7d70ce1377b6902703562af_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\7735d3c9e00fb34f7b0c333864d02a16_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\932d4019f9ed1ed7895d343ed7b0831c_nobg.png,Jean liso mom. Tiro alto. Color gris.,"Tipo jean: liso, mom",roturas
processed_images_roturas\f304ad373926161c8f0f43a8168ff3e6_nobg.png,Jean liso mom. Tiro alto. Color azul.,"Tipo jean: liso, mom",roturas
processed_images_roturas\6cc9c2627442b50207b36f6324df80d3_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\337493978b88b6fd77b61e754d208004_nobg.png,Jean liso mom. Tiro alto. Color celeste.,"Tipo jean: liso, mom",roturas
processed_images_roturas\b2e2c0a47273fe72c29f3214562e13fb_nobg.png,Jean liso mom. Tiro alto. Color negro.,"Tipo jean: liso, mom",roturas
processed_images_roturas\e6a62d8c822901b2ebcad8680d3d2be8_nobg.png,Jean liso mom. Tiro alto. Color negro.,"Tipo jean: liso, mom",roturas
processed_images_roturas\fe6074113cd0e54476ac8c177bca0f55_nobg.png,Jean liso mom. Tiro alto. Color blanco.,"Tipo jean: liso, mom",roturas
processed_images_roturas\2a6048c2533414a7c3b93b41c24ccfcc_nobg.png,Jean mom con roturas medianas en ambas rodillas. Tiro alto. Color celeste.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\5b9b8fb019d0b4cf073138bca9e096d9_nobg.png,Jean mom con roturas medianas en ambas rodillas. Tiro alto. Color azul claro o celeste oscuro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\450148ebe857bea9a6566fd4472dc1bb_nobg.png,Jean mom con roturas blancas medianas en ambas rodillas. Tiro alto. Color celeste oscuro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\663e2a7ddce72d18afb1ce9b4f521986_nobg.png,Jean mom con roturas desmechadas en ambas rodillas. Tiro alto. Color celeste.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\b567e85bb155a74ebd776701f7235a8e_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color celeste claro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\71afeb30c225514c41f66d1ae521f4de_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\34479f8ee912ff6bde7e124985544b64_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color negro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\c991710de87c0fbca3b02304022890a4_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\5e5980a6b66a6050e3c90f6c9b1bd927_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color gris.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\4e181292f5b48fa4f44cb6d95efa45c2_nobg.png,Jean mom con varias roturas en ambas piernas. Tiro alto. Color azul claro o celeste oscuro.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\9dbe0937f171615fc79ddc57091a188f_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\73fe603a62ba4d790fb2550253a87359_nobg.png,Jean mom con roturas chicas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_images_roturas\6d8a214d3b869a0057cacbb83593da7e_nobg.png,Jean mom con roturas chicas en ambas rodillas. Tiro alto. Color azul.,"Tipo jean: roturas, mom",roturas
processed_preferences_images\64169bde459f76e9f53bd31312240622_nobg.png,"Blusa blanca de encaje con volados y escote con lazo, en estilo boho chic y coquette. Short blanco de encaje de tiro medio, en estilo boho chic. Cinturón marrón. Botas western de gamuza por encima de la rodilla, color camel con bordados.","Estilos: boho chic, coquette",estilos
processed_preferences_images\371ed352822dbff9aec0bad420320abc_nobg.png,"Vestido mini color crema con volados, escote en V profundo y mangas largas, en estilo boho chic y coquette. Cinturón de gamuza marrón con hebilla redonda, en estilo boho chic. Botas de gamuza marrón por debajo de la rodilla, en estilo boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\15ea3794ec46d5a835bb1d5d1b6d30e2_nobg.png,"Vestido lencero marrón con estampado floral y dobladillo asimétrico con flecos, en estilo boho chic y para salir de noche. Cinturón plateado con conchos en estilo western.","Estilos: boho chic, salir de noche",estilos
processed_preferences_images\cc8d12af6387ea1e00a9aa711a5ff937_nobg.png,"Pollera larga tejida con rayas en colores cálidos, en estilo boho chic. Blusa blanca suelta con escote profundo, en estilo boho chic y minimalista. Chaleco de gamuza marrón de estilo boho chic. Pollera larga marrón color crema y marrón con diseño de espiga, en estilo boho chic y minimalista. Top halter boho chic sin mangas con detalle de aro.","Estilos: boho chic, minimalista",estilos
processed_preferences_images\8cb70393edc5fdd0f6720a62dbbc25f1_nobg.png,"Blusa color crema con bordado en el frente y mangas globo, en estilo boho chic y coquette. Jeans celestes de pierna recta, en estilo minimalista.","Estilos: boho chic, coquette, minimalista",estilos
processed_preferences_images\47648456f89e56a4cab4c5913d49437a_nobg.png,"Blusa crop blanca con ojales, mangas anchas acampanadas y lazo delantero, en estilo boho chic y coquette. Pantalones wide leg color crema de con tela de textura suave, en estilo boho chic y minimalista.","Estilos: boho chic, coquette, minimalista",estilos
processed_preferences_images\196c6f664773ff241757cd213c77bac9_nobg.png,"Blusa corta blanca de encaje con mangas largas globo y borde festoneado, en estilo boho chic y coquette. Pantalones anchos de lino beige con cintura elástica, en estilo boho chic y minimalista.","Estilos: boho chic, coquette, minimalista",estilos
processed_preferences_images\df72ce13bd0f58021ae8fb1139134396_nobg.png,"Blusa color crema con volados, ribete de encaje y mangas largas, en estilo boho chic y coquette. Short mini de tiro alto en color marrón, en estilo boho chic. Botas de gamuza marrón hasta la rodilla con flecos largos, en estilo boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\8e3d87091241cdb544e1f0baea2a33dd_nobg.png,"Blusa blanca bordada con escote de borlas y mangas anchas, en estilo boho chic. Pantalones wide leg color tostado, tiro alto y tela fluida, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\a3980d4555fd7037c801b087369a5171_nobg.png,"Top negro de tirantes finos con escote profundo, en estilo minimalista y para salir de noche. Pantalón wide leg color beige de tiro alto con pliegues, en estilo old money y minimalista.","Estilos: minimalista, salir de noche, old money",estilos
processed_preferences_images\be1a65f665f38ee0e884a8fbfff761c1_nobg.png,"Chaleco blanco sin mangas con bordado floral azul llamativo, en estilo boho chic. Jeans wide leg azules de tiro medio, en estilo boho chic y streetwear.","Estilos: boho chic, streetwear",estilos
processed_preferences_images\1d25034701a0cf74f24be721f768d136_nobg.png,"Blusa blanca con volados, mangas acampanadas y escote abierto, en estilo boho chic y coquette. Short blanco de encaje de tiro medio con bordes festoneados, en estilo boho chic. Botas de gamuza color camel por encima de la rodilla con bordado floral, en estilo boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\993c49c575ad4adf8eaddc1f041b2fb1_nobg.png,"Blusa boho roja con estampado paisley y mangas sueltas, en estilo boho chic. Jeans azules rectos de tiro alto, en estilo streetwear y boho chic.","Estilos: boho chic, streetwear",estilos
processed_preferences_images\ddd11b795071ece16b4dc96993dfb425_nobg.png,"Top corto verde salvia con tirantes finos, en estilo boho chic. Pantalones wide leg blancos con tela arrugada y cintura elástica, en estilo boho chic y minimalista. Kimono transparente con estampado floral y silueta fluida, en estilo boho chic.","Estilos: boho chic, minimalista",estilos
processed_preferences_images\f4ecf8c786a47fa5d76741b4b82170d6_nobg.png,"Blusa blanca larga sin mangas con frente abierto y escote profundo, en estilo boho chic y para salir de noche. Pantalones wide leg marrones de tiro alto y estampado de leopardo, en estilo para salir de noche y streetwear.","Estilos: salir de noche, boho chic, streetwear",estilos
processed_preferences_images\c44de2dfa5140a18cdb20cf51258a98a_nobg.png,"Remera corta blanca con mangas cortas, en estilo streetweare. pollera mini de jean celeste con dobladillo deshilachado y cinturón marrón, en estilo streetwear y coquette. Botas marrones hasta la rodilla, en estilo boho chic.","Estilos: streetwear, coquette, boho chic",estilos
processed_preferences_images\70e897adcecbdf9e31e17024c4f9ebb1_nobg.png,"Top corto blanco de encaje con escote festoneado y mangas 3/4, en estilo boho chic y coquette. pollera beige larga, con abertura alta y tela texturizada, en estilo boho chic y minimalista.","Estilos: boho chic, coquette, minimalista",estilos
processed_preferences_images\a5ef726d9bdf4cfe24c0288469b26d62_nobg.png,"Blusa cruzada beige con mangas acampanadas y lazo delantero, en estilo minimalista y boho chic. Pollera de jean celeste y larga, con abertura alta en el frente, en estilo streetwear y minimalista.","Estilos: minimalista, boho chic, streetwear",estilos
processed_preferences_images\1f567c6a25bbcbe5da79e95b2a17f114_nobg.png,"Vestido mini blanco bordado con silueta de capas y mangas largas, en estilo boho chic y coquette. Botas beige estilo cowboy western y boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\ef544d59fcdab3347a48ca854237f677_nobg.png,"Top corto blanco de encaje con lazo delantero y tirantes finos, en estilo boho chic y coquette. pollera larga verde oliva con capas y silueta fluida, en estilo boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\e8712f525a6a7868e83f5ec55ee23373_nobg.png,"top transparente color crema estilo poncho de punto, sobre un bandeau, en estilo minimalista. pollera midi blanca acanalada con abertura lateral en estilo minimalista y boho chic. Cinturón ancho marrón con tachuelas metálicas en estilo boho chic.","Estilos: minimalista, boho chic",estilos
processed_preferences_images\95eced8d415ea9ef6d5bb1bb6e2e7447_nobg.png,"blusa crop marrón floral con hombros descubiertos, mangas globo y lazo delantero, en estilo boho chic. Short de mezclilla desgastados de tiro alto con dobladillo sin rematar, en estilo boho chic y streetwear.","Estilos: boho chic, streetwear",estilos
processed_preferences_images\a7faf3f85ac46fd9d799caf6acbec285_nobg.png,"top crop sin mangas verde bosque en estilo minimalista y deportivo. Pantalones culotte de tiro alto en tela verde a juego, en estilo minimalista y deportivo.","Estilos: minimalista, deportivo",estilos
processed_preferences_images\67894571a9eeae7a29b66ecc173ddfe8_nobg.png,"vestido mini blanco fluido con mangas acampanadas y ribete de encaje, en estilo boho chic y coquette. Cinturón ancho metálico con monedas, en estilo boho chic. Sandalias gladiador hasta la rodilla en estilo boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\6743322902fd50c1c1b918a40c3685ff_nobg.png,"chaleco negro cropped con lazo delantero y escote profundo, en estilo para salir de noche y streetwear. pollera midi crema en capas con textura suave, en estilo boho chic y minimalista. Botas altas de cuero marrón oscuro, en estilo boho chic y para salir de noche.","Estilos: salir de noche, boho chic, streetwear, minimalista",estilos
processed_preferences_images\4b7740ae9721ba4c6563b38bb58cc629_nobg.png,"blusa blanca sin hombros con mangas abullonadas y lazo delantero, en estilo boho chic y coquette. Pantalones de lino beige de pierna ancha con pliegues y cinturón marrón, en estilo boho chic y minimalista.","Estilos: boho chic, coquette, minimalista",estilos
processed_preferences_images\2c38d9b220c8e2658aec85051bde6443_nobg.png,"remera gráfica vintage oversized en estilo streetwear. pollera mini blanca de encaje en capas, en estilo coquette y boho chic. Botas hasta la rodilla de gamuza color tostado, en estilo boho chic y streetwear.","Estilos: streetwear, boho chic, coquette",estilos
processed_preferences_images\17aab45e382ca3514776d145295c623c_nobg.png,"top cropped blanco con cordones y tirantes finos, en estilo boho chic y coquette. pollera larga blanca en capas asimétricas con ribete de encaje, en estilo boho chic.","Estilos: boho chic, coquette",estilos
processed_preferences_images\4c567ddf6e8825107a9d8325029b4ec0_nobg.png,"remera negra con estampado gráfico, en estilo streetwear. Jeans azules de tiro alto y pierna acampanada, en estilo streetwear y minimalista.","Estilos: streetwear, minimalista",estilos
processed_preferences_images\54b7596d25c4fa2c00c8bfd27bba901b_nobg.png,"top peplum blanco sin mangas con detalle de encaje, en estilo coquette y minimalista. Jeans azules de tiro alto y pierna recta, en estilo minimalista.","Estilos: minimalista, coquette",estilos
processed_preferences_images\5da5853991653146439fb31a955eb7f1_nobg.png,"vestido corto blanco con volantes y escote con cordones, en estilo boho chic y coquette. Cárdigan crema de crochet con mangas anchas en estilo boho chic. Botas cowboy marrones estilo western, en estilo boho chic y western.","Estilos: boho chic, coquette",estilos
processed_preferences_images\5bbdaab51f15a5dc2608f2e2ad7b7f65_nobg.png,"blusa blanca bordada de manga corta con hombros estructurados en estilo boho chic y minimalista. Chaleco bordado floral blanco y negro con corte estructurado, en estilo boho chic y old money. Jeans celestes de tiro alto y pierna wide leg, en estilo minimalista.","Estilos: boho chic, minimalista, old money",estilos
processed_preferences_images\f92445e4fb515b743d15ca8e79099205_nobg.png,"top crop ajustado blanco con tirantes finos en estilo minimalista y coquette. pollera maxi amarilla en capas con cintura de crochet, en estilo boho chic y coquette.","Estilos: coquette, minimalista, boho chic",estilos
processed_preferences_images\eaf2b12b4a367386c17d13ce9f30bfa5_nobg.png,"blusa marrón óxido de manga corta con botones y escote abierto, en estilo old money y para salir de noche. Pantalones marfil acampanados de tiro alto, en estilo old money y minimalista.","Estilos: old money, salir de noche, minimalista",estilos
processed_preferences_images\ed3f68f9606ff2c7fe996451d90c478e_nobg.png,"vestido mini beige halter con dobladillo con volantes, en estilo boho chic y coquette. Botas negras tipo combat con cordones, en estilo streetwear y boho chic.","Estilos: boho chic, coquette, streetwear",estilos
processed_preferences_images\41df90f7067c08c491ed9ec973e61525_nobg.png,"blusa cruzada crema con mangas oversize, en estilo old money y minimalista. Jeans azules tiro alto de pierna wide leg, en estilo minimalista. Cinturón marrón de cuero texturizado en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\193f7e1dff4a02925d713cd6df112968_nobg.png,"chaleco negro sin mangas con tachas plateadas en patrones geométricos, en estilo night out, boho chic y streetwear.","Estilos: boho chic, streetwear",estilos
processed_preferences_images\c402955b0e81cfd4a1e8c722f182d658_nobg.png,"blusa crop marrón con lazo delantero y mangas acampanadas en estilo boho chic. Vestido slip midi con estampado floral verde y naranja, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\51b581939a92b308f4a5e9cd7e017824_nobg.png,"top crop blanco con estampado floral y tirantes finos, en estilo coquette y boho chic. pollera maxi a juego con estampado floral y tiro alto, en estilo coquette y boho chic.","Estilos: coquette, boho chic",estilos
processed_preferences_images\6ebd4296e678e2a1c828bba71274fe32_nobg.png,"top negro ajustado sin mangas en estilo minimalista y para salir de noche. Jeans azules tiro alto de pierna wide leg con cinturón estructurado, en estilo minimalista y old money.","Estilos: minimalista, salir de noche, old money",estilos
processed_preferences_images\f0563f83992b3cb14ceb549bb86ed738_nobg.png,"top crop blanco ajustado en estilo deportivo y minimalista. Chaqueta utility beige cropped con botones, en estilo old money y minimalista. Pantalones cargo verde oliva tiro alto con cinturón, en estilo streetwear y deportivo.","Estilos: deportivo, minimalista, old money, streetwear",estilos
processed_preferences_images\61a2f696035b523ee80637b2d9036e0f_nobg.png,"top crop blanco halter con nudo frontal, en estilo deportivo y minimalista. Pantalones tiered rosa claro de pierna wide leg con lazo en la cintura, en estilo boho chic y minimalista.","Estilos: minimalista, deportivo, boho chic",estilos
processed_preferences_images\4505e33658580b3f08cf4ef6bad86ebe_nobg.png,"camisa estilo blazer oversize beige con mangas remangadas, en estilo minimalista y old money. Short beige tiro alto con lazo frontal, en estilo minimalista.","Estilos: minimalista, old money",estilos
processed_preferences_images\29e10b3ceab4030d89e8b15218de138d_nobg.png,"camisa blanca de lino con botones y mangas largas, en estilo old money y minimalista. Jeans azules tiro alto de pierna wide leg, en estilo minimalista y old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\cb6221f78ad277c0bb4b0ad56fb3655e_nobg.png,"remera básica blanca metida adentro, en estilo minimalista. Pantalones beige plisados tiro alto con puños remangados, en estilo minimalista y old money.","Estilos: minimalista, old money",estilos
processed_preferences_images\a501cf7641d16840baa6acee7418d72b_nobg.png,"top corset de mezclilla celeste claro con botones, en estilo coquette y boho chic. pollera maxi blanca en capas, en estilo coquette y boho chic.","Estilos: coquette, boho chic",estilos
processed_preferences_images\af60d77a17d4ebf6539187ad1ff235b7_nobg.png,"top tank crop blanco ajustado en estilo deportivo y streetwear. pollera mini blanca asimétrica de encaje de tiro alto, en estilo boho chic y para salir de noche.","Estilos: deportivo, streetwear, boho chic, salir de noche",estilos
processed_preferences_images\ec19dc7b7bc4bcce3c31c687a1cc109a_nobg.png,"top crop halter púrpura con diseño cruzado en el frente, en estilo para salir de noche y coquette. Pantalones blancos tiro alto de pierna wide leg con textura, en estilo minimalista y old money.","Estilos: salir de noche, coquette, minimalista, old money",estilos
processed_preferences_images\9127938c133ca1001595f2b33d81fd05_nobg.png,"camisa oversize verde salvia con botones, en estilo minimalista. Short de mezclilla de lavado claro tiro alto con cinturón marrón, en estilo streetwear y minimalista.","Estilos: minimalista, streetwear",estilos
processed_preferences_images\5a1d55e47f22e6d08c4dd324245e5e0a_nobg.png,"camisa celeste claro abotonada con mangas remangadas, en estilo old money y minimalista. Pantalones blancos a la cintura, entallados, con cinturón marrón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\7b5730454435ff563ac8c319dd283ae5_nobg.png,"polo negro ajustado, en estilo old money y minimalista. Pantalones blancos a la cintura, entallados, con cinturón delgado, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\000d0ea9dcbb00260bc69fef8d0a1c30_nobg.png,"top sin mangas estilo blazer blanco con solapas, en estilo old money y coquette. pollera mini plisada a la cintura, en estilo old money y coquette.","Estilos: old money, coquette",estilos
processed_preferences_images\d5259a77c4ec6b535804e2281f6f1f84_nobg.png,"camisa abotonada a rayas azul y blanca con mangas remangadas, en estilo old money y minimalista. Pantalones blancos a la cintura, pierna wide leg, con cinturón marrón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\8c4bb1285b7083e60597d3b487413655_nobg.png,"polo negro de manga corta, en estilo old money y minimalista. Pantalones blancos a la cintura, entallados, con cinturón negro, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\ae93ec1aad7100e57e578360484746c6_nobg.png,"vestido mini blanco sin mangas abotonado con costuras estructuradas, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\bca14cd0b6884fe3967c869f60da711e_nobg.png,"top halter plisado color marfil con dobladillo asimétrico, en estilo old money y coquette. Pantalones plisados color marfil, pierna wide leg, en estilo old money y coquette.","Estilos: old money, coquette",estilos
processed_preferences_images\6bfe0bf16335119e3641e68c36348701_nobg.png,"camisa blanca abotonada con mangas remangadas, en estilo old money y minimalista. Pantalones taupe a la cintura, pierna wide leg, con cinturón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\dadf5cc54a3befb69dd032cb7821efcf_nobg.png,"top tejido de manga corta a rayas, en estilo old money y minimalista. Pantalones blancos a la cintura, pierna wide leg, con cinturón, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\db37d45bfc3cb3f460e664a99469fabd_nobg.png,"camisa blanca abotonada con cuello, en estilo old money y minimalista. Chaleco tejido beige con trenzas, en estilo old money y minimalista. Pantalones off-white de pierna recta, en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\6e02f3bb655b542540eceee4c56751c6_nobg.png,"top crop halter con estampado boho y lazo en el cuello, en estilo boho chic. Pantalones de lino beige a la cintura, pierna wide leg, con cordón ajustable, en estilo boho chic.",Estilos: boho chic,estilos
processed_preferences_images\cb8200faa65413644e5b69f8771cb93c_nobg.png,"top cropped color taupe con ribetes blancos, en estilo old money y minimalista. pollera midi blanca abotonada a la cintura con abertura lateral, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\c68faf0196606e97b7a125e668e0e049_nobg.png,"top negro ajustado de manga corta y cuello alto, en estilo minimalista y para salir de noche. pollera mini blanca a la cintura, en estilo minimalista y para salir de noche.","Estilos: minimalista, salir de noche",estilos
processed_preferences_images\1c942b123d45ab7a5432284e353079f7_nobg.png,"top crop blanco ajustado con tirantes finos, en estilo old money y coquette. s blancos a la cintura con cinturón, en estilo old money y coquette.","Estilos: old money, coquette",estilos
processed_preferences_images\e64463a46d03e2962d352c687413f017_nobg.png,"camisa blanca abotonada con puños remangados, en estilo old money y minimalista. pollera mini beige a la cintura con cinturón, en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\1d2d8784cd26578188bbd4e11ef206b0_nobg.png,"chaleco ajustado sin mangas blanco con botones frontales, en estilo old money. pollera mini blanca a juego, a la cintura, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\beaa1d6a5468a716548cb92e8a548285_nobg.png,"top halter plisado beige con dobladillo asimétrico, en estilo old money y minimalista. Pantalones plisados a juego, pierna wide leg, en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\68f9a4cf68dfbe90de28f956ae479056_nobg.png,"camisa blanca abotonada con mangas remangadas, en estilo old money. Pantalones taupe a la cintura, pierna wide leg con pliegues estructurados, en estilo old money y minimalista.","Estilos: old money, minimalista",estilos
processed_preferences_images\5d489643d79e3962612acf14373c0787_nobg.png,"camiseta a rayas blanca y negra en estilo old money. Suéter blanco anudado sobre los hombros en estilo old money. Pantalones blancos a la cintura, pierna wide leg, con cinturón marrón en estilo old money.",Estilos: old money,estilos
processed_preferences_images\19aab2952aab933033cbba139c01f459_nobg.png,camisa blanca con chaleco de punto beige con trenzas encima en estilo old money. Pantalones crema ajustados a la cintura en estilo old money.,Estilos: old money,estilos
processed_preferences_images\63a9a26f623de082f65c0c70ebc14ddb_nobg.png,"top crop halter estampado en estilo boho chic y streetwear. Pantalones beige a la cintura, pierna wide leg, con cordón ajustable en estilo boho chic.","Estilos: boho chic, streetwear",estilos
processed_preferences_images\cdcbbfef375d48d69047f6dc3ac6f01e_nobg.png,"top tank blanco en estilo minimalista y old money. s plisados beige a la cintura, con cinturón marrón en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\ca352b89651ee67431a03e3782f0b106_nobg.png,top halter de punto negro en estilo night out y minimalista. Pantalones de satén blancos pierna wide leg en estilo minimalista y old money.,"Estilos: minimalista, old money",estilos
processed_preferences_images\e964aa0c99378b80e3d0551923996b5b_nobg.png,"chaleco cropped sin mangas blanco en estilo minimalista y streetwear. Jeans azul a la cintura, pierna wide leg en estilo streetwear.","Estilos: streetwear, minimalista",estilos
processed_preferences_images\de5fef32a4e0643c1a3de25dfa80060d_nobg.png,"camiseta blanca oversized en estilo minimalista y deportivo. Pantalones beige a la cintura, pierna wide leg en estilo minimalista y old money.","Estilos: minimalista, deportivo, old money",estilos
processed_preferences_images\690db87b3bcf83ba2a6d2e5934a5c86e_nobg.png,"top ajustado negro de manga larga en estilo night out y minimalista. Pantalones oliva a la cintura, pierna wide leg con cinturón estructurado en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\faecd0d637f1bbb81e75cf891d04e88b_nobg.png,"chaleco negro abotonado en estilo streetwear y minimalista. Pantalones negros a la cintura, pierna wide leg.","Estilos: streetwear, minimalista",estilos
processed_preferences_images\46f85c1eace8c12ce671c60c2b6473a0_nobg.png,vestido mini blanco con mangas cortas abullonadas y fruncido frontal en estilo coquette.,Estilos: coquette,estilos
processed_preferences_images\d5c85d54dbb9010ed1fbb7078b075e8e_nobg.png,"chaleco halter negro en estilo night out y streetwear. Pantalones negros a la cintura, pierna wide leg en estilo night out y minimalista.","Estilos: streetwear, minimalista",estilos
processed_preferences_images\eecf7b38d051927201199891c285410c_nobg.png,"camisa abotonada a rayas azul y blanca en estilo old money y minimalista. s blancos a la cintura, tailored, con cinturón en estilo streetwear, minimalista y old money.","Estilos: old money, minimalista, streetwear",estilos
processed_preferences_images\5a15725221206a070221dd9670526d00_nobg.png,jumpsuit blanco sin mangas con escote cruzado y detalles de ribetes negros en estilo old money.,Estilos: old money,estilos
processed_preferences_images\6ccb2551b0d8ff297143deb35ecec405_nobg.png,"chaleco taupe abotonado en estilo old money y minimalista. Jeans azul claro a la cintura, pierna wide leg en estilo minimalista y streetwear.","Estilos: minimalista, old money, streetwear",estilos
processed_preferences_images\84eae5a0776384cad0568f6f00ebbf13_nobg.png,"camisa blanca oversized abotonada en estilo old money y minimalista. Jeans azul oscuro a la cintura, pierna wide leg con cinturón marrón en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\9aa0104eac17ce06e920e61cfc85b2cb_nobg.png,top crop halter blanco con detalle de nudo frontal en estilo coquette y minimalista. pollera midi de mezclilla a la cintura con abertura frontal en estilo streetwear y coquette.,"Estilos: coquette, minimalista, streetwear",estilos
processed_preferences_images\3359bc44d2540547c81d5696a3bb19a1_nobg.png,"blusa blanca sin mangas estructurada con cinturón en la cintura en estilo old money y minimalista. Pantalones beige a la cintura, pierna wide leg en estilo old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\6e9ed829eebc6963a3a64845c5ece285_nobg.png,"chaleco beige sin mangas con botones en estilo minimalista y old money. Pantalones beige a la cintura, pierna wide leg en estilo minimalista y old money.","Estilos: minimalista, old money",estilos
processed_preferences_images\6be10699c196efc29b4bb5e9abb27d7a_nobg.png,top strapless negro ajustado en estilo night out. pollera mini marfil de tiro bajo con silueta acampanada en estilo coquette y night out.,Estilos: coquette,estilos
processed_preferences_images\38a118daf5cdd8c933609641c74f2bba_nobg.png,top beige ajustado sin mangas en estilo minimalista. Short beige a la cintura con pliegues y cinturón en estilo old money y minimalista. Gorra de béisbol beige en estilo deportivo y streetwear.,"Estilos: minimalista, old money, deportivo, streetwear",estilos
processed_preferences_images\1513c4d1dc9a4c0a46bd7531d705437c_nobg.png,top de punto blanco y marrón a rayas de manga larga en estilo old money y minimalista. Short blanco a la cintura con cinturón en estilo minimalista y streetwear.,"Estilos: minimalista, old money, streetwear",estilos
processed_preferences_images\9346915b2d4e11c52febb8acceff9ab0_nobg.png,top corset sin mangas con cierre en estilo coquette y noche. pollera maxi de mezclilla azul de tiro alto en estilo minimalista y streetwear.,"Estilos: coquette, minimalista, streetwear",estilos
processed_preferences_images\4e2cca01056f0a83944833c39368d7d0_nobg.png,top corto negro sin mangas en estilo minimalista y streetwear. jeans azul claro wide leg de tiro bajo con dobladillo sin rematar en estilo casual streetwear y minimalista.,"Estilos: minimalista, streetwear",estilos
processed_preferences_images\44d36939ca0c4fc45ea1dbbbe9d90aa7_nobg.png,buzo blanco oversized con capucha en estilo deportivo y streetwear. short deportivo rojo con rayas blancas en estilo deportivo. zapatillas chunky blancas con medias blancas y gorra blanca en estilo deportivo.,"Estilos: deportivo, streetwear",estilos
processed_preferences_images\e1ab871f3dfaf347f3a6140119583cd7_nobg.png,top ajustado sin mangas blanco en estilo deportivo. short ciclista borgoña de tiro alto en estilo deportivo. zapatillas altas borgoña con medias blancas en estilo deportivo.,Estilos: deportivo,estilos
